trade_id,trader_id,trader_name,trade_date,entry_time,exit_time,exit_date,trading_session,asset,asset_class,trade_type,strategy,entry_price,exit_price,stop_loss,take_profit,quantity,risk_pct,reward_pct,profit_loss,fees,net_profit,trade_duration_min,win_loss,account_balance,max_drawdown_pct,risk_reward_ratio,emotional_state,trade_notes,data_source
TT-003376,TR-004,J. Okafor,2024-08-09,20:51:22,21:32:22,2024-08-09,New York,NASDAQ,Index,Buy,Mean Reversion,25511.87299,25857.50433,25203.16156,25922.45919,3.844343,0.897,1.194,1328.73,21.58,1307.15,41.0,Win,133546.41,13.173,1.33,Neutral,"Standard mean reversion entry, nothing special. Target reached.",synthetic
TT-006880,TR-009,E. Bauer,2025-05-27,02:12:42,16:56:42,2025-05-28,Asia,BTC,Crypto,Buy,Swing,17403.73886,19697.54098,16615.4907,19697.54098,0.206586,2.573,7.488,473.87,2.7,471.17,2324.0,Win,6799.8,79.618,2.91,Revenge,"Jumped straight back in after the previous loss. Recovered, pure luck.",synthetic
TT-009652,TR-003,S. Iyer,2026-02-21,19:14:09,20:39:09,2026-02-21,New York,BTC,Crypto,Buy,Mean Reversion,21385.43674,21113.38859,21113.38859,21755.42222,0.606283,3.919,5.33,-164.94,9.72,-174.66,85.0,Loss,4033.95,76.332,1.36,Revenge,"Entered within minutes of stopping out. Emotional, not analytical.",synthetic
TT-001487,TR-007,D. Novak,2024-04-08,14:04:54,15:03:54,2024-04-08,New York,US30,Index,Sell,Order Block (SMC),41059.58427,41315.92646,41383.92494,39998.99029,0.629704,1.265,4.138,-161.42,5.17,-166.59,59.0,Loss,15973.4,33.272,3.27,Disciplined,"Valid order block (smc) setup, market simply rejected the level. Stop respected.",synthetic
TT-008735,TR-001,A. Kapoor,2025-11-15,01:00:18,02:35:18,2025-11-15,Asia,BTC,Crypto,Buy,Trend Following,10316.28246,10116.61379,10046.96155,11137.71124,1.463804,0.573,1.747,-292.28,11.33,-303.61,95.0,Loss,68509.96,28.476,3.05,Disciplined,BTC reversed on higher-timeframe supply. Good loss.,synthetic
TT-005661,TR-002,M. Chen,2025-02-12,19:43:21,00:57:21,2025-02-13,New York,GOLD,Commodity,Buy,Trend Following,2367.55714,2408.01471,2353.74909,2408.01471,23.969018,1.52,4.454,969.73,17.02,952.71,314.0,Win,22724.05,44.888,2.93,Confident,"Read the GOLD structure well, scaled out at target.",synthetic
TT-003904,TR-006,K. Watanabe,2024-09-20,17:47:47,18:24:47,2024-09-20,New York,GOLD,Commodity,Sell,Mean Reversion,2329.31084,2341.76894,2341.76894,2308.13206,41.199848,1.288,2.189,-513.27,28.79,-542.06,37.0,Loss,39317.61,20.524,1.7,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-006392,TR-004,J. Okafor,2025-04-16,10:57:26,11:11:26,2025-04-16,London,GOLD,Commodity,Buy,News Trading,2542.11254,2569.1391,2530.31055,2569.1391,19.086023,0.16,0.366,515.83,14.56,501.27,14.0,Win,141284.42,18.669,2.29,Neutral,"Standard news trading entry, nothing special. Target reached.",synthetic
TT-005961,TR-001,A. Kapoor,2025-03-06,17:46:59,18:19:59,2025-03-06,New York,GOLD,Commodity,Sell,Breakout,2489.09041,2465.75184,2504.27526,2440.95446,90.235852,2.04,6.466,2105.98,67.38,2038.6,33.0,Win,69219.55,27.584,3.17,Revenge,Doubled size to make the loss back. Won — dangerous precedent.,synthetic
TT-008490,TR-006,K. Watanabe,2025-10-24,08:37:00,17:03:00,2025-10-24,London,US30,Index,Buy,Swing,67700.57854,67330.37716,67162.71376,70228.54302,1.277242,1.275,5.995,-472.84,17.29,-490.13,506.0,Loss,53372.87,33.006,4.7,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-005217,TR-004,J. Okafor,2025-01-03,04:55:16,05:04:16,2025-01-03,Asia,GOLD,Commodity,Sell,Scalping,2402.76539,2405.70681,2405.70681,2399.76514,227.659686,0.449,0.458,-669.64,164.1,-833.74,9.0,Loss,148345.67,13.522,1.02,Neutral,"Setup failed, stop hit as planned.",synthetic
TT-009167,TR-008,R. Sharma,2026-01-01,04:16:21,14:16:21,2026-01-01,Asia,GOLD,Commodity,Sell,Swing,3208.07792,3235.57281,3235.57281,3091.22462,12.54646,1.06,4.506,-344.96,12.08,-357.04,600.0,Loss,32181.37,64.176,4.25,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic
TT-007644,TR-001,A. Kapoor,2025-07-28,12:03:11,12:12:11,2025-07-28,London,US30,Index,Sell,Scalping,61680.08682,61633.47153,61862.03416,61518.15368,3.363594,0.823,0.733,156.79,41.49,115.3,9.0,Win,74440.37,27.584,0.89,Confident,"Good execution, momentum confirmed the bias early.",synthetic
TT-006980,TR-011,N. Haddad,2025-06-04,19:28:57,19:37:57,2025-06-04,New York,NASDAQ,Index,Buy,News Trading,33736.40934,34770.89622,33384.3067,34806.80135,1.684467,1.167,3.549,1742.56,12.5,1730.06,9.0,Win,52533.97,30.204,3.04,Confident,"Good execution, momentum confirmed the bias early.",synthetic
TT-009534,TR-003,S. Iyer,2026-02-10,14:59:23,00:59:23,2026-02-11,New York,NASDAQ,Index,Sell,Swing,37598.09929,38131.34737,38131.34737,36195.65685,0.081653,0.984,2.588,-43.54,0.68,-44.22,600.0,Loss,4380.87,76.332,2.63,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-003730,TR-010,P. Silva,2024-09-05,19:49:24,19:50:24,2024-09-05,New York,EURUSD,Forex,Buy,Scalping,0.88365,0.88329,0.88297,0.88436,49446.140891,1.534,1.626,-17.69,5.24,-22.93,1.0,Loss,2146.12,85.283,1.06,Neutral,"Choppy conditions on EURUSD, no follow-through.",synthetic
TT-004751,TR-012,T. Bergman,2024-11-26,13:01:26,13:41:26,2024-11-26,New York,BTC,Crypto,Buy,Order Block (SMC),23361.60251,23090.99967,23090.99967,24270.82805,0.331253,0.942,3.167,-89.64,5.8,-95.44,40.0,Loss,9415.97,68.934,3.36,Anxious,Second-guessed the entry and exited into noise.,synthetic
TT-007147,TR-012,T. Bergman,2025-06-18,15:45:20,16:15:20,2025-06-18,New York,US30,Index,Buy,Mean Reversion,59115.35122,59451.46775,58828.07214,59451.46775,0.360787,0.951,1.112,121.27,4.27,117.0,30.0,Win,11017.88,74.863,1.17,Neutral,"Standard mean reversion entry, nothing special. Target reached.",synthetic
TT-000513,TR-006,K. Watanabe,2024-02-09,07:59:05,08:01:05,2024-02-09,Asia,BTC,Crypto,Buy,Scalping,30846.65822,30956.50773,30702.84952,31040.79996,1.261143,0.489,0.66,138.54,29.18,109.36,2.0,Win,37203.33,8.533,1.35,Disciplined,"Clean scalping setup on BTC, waited for confirmation and let the target fill.",synthetic
TT-005082,TR-001,A. Kapoor,2024-12-23,15:56:22,16:51:22,2024-12-23,New York,BTC,Crypto,Buy,Mean Reversion,19100.66335,19470.01674,18728.13635,19767.48669,0.81996,0.61,1.093,302.85,11.75,291.1,55.0,Win,50325.51,27.584,1.79,Neutral,"Standard mean reversion entry, nothing special. Target reached.",synthetic
TT-000304,TR-011,N. Haddad,2024-01-25,10:55:10,11:10:10,2024-01-25,London,BTC,Crypto,Buy,Scalping,36761.56835,36519.33271,36519.33271,37059.51819,2.332296,1.135,1.396,-564.97,64.3,-629.27,15.0,Loss,49138.29,6.282,1.23,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic
TT-006871,TR-006,K. Watanabe,2025-05-27,15:22:11,16:11:11,2025-05-27,New York,NASDAQ,Index,Sell,Breakout,34241.63125,33651.27937,34566.00042,33651.27937,0.773857,0.522,0.951,456.85,5.83,451.02,49.0,Win,48495.16,33.006,1.82,,"Textbook execution, no emotion involved.",synthetic
TT-000677,TR-006,K. Watanabe,2024-02-20,02:03:48,02:49:48,2024-02-20,Asia,NASDAQ,Index,Buy,Breakout,15928.54634,16175.48511,15839.99472,16186.23154,3.292951,0.783,2.28,813.16,11.54,801.62,46.0,Win,38025.03,10.522,2.91,Disciplined,"Followed the plan exactly. Entry at level, stop below structure, target hit.",synthetic
TT-005203,TR-004,J. Okafor,2025-01-02,08:19:07,13:05:07,2025-01-02,London,US30,Index,Buy,Order Block (SMC),45806.43353,45600.96606,45600.96606,46455.71072,11.761365,1.584,5.006,-2416.58,107.75,-2524.33,286.0,Loss,150034.85,13.522,3.16,Disciplined,"Valid order block (smc) setup, market simply rejected the level. Stop respected.",synthetic
TT-006438,TR-004,J. Okafor,2025-04-22,05:12:23,06:58:23,2025-04-22,Asia,EURUSD,Forex,Buy,Mean Reversion,0.83934,0.84432,0.83646,0.84432,312807.831332,0.672,1.163,1558.52,31.51,1527.01,106.0,Win,135526.89,18.669,1.73,Confident,"Good execution, momentum confirmed the bias early.",synthetic
TT-008081,TR-002,M. Chen,2025-09-09,10:05:22,10:08:22,2025-09-09,London,ETH,Crypto,Sell,Scalping,1582.46191,1570.7215,1596.60697,1570.7215,46.996601,2.739,2.273,551.76,63.21,488.55,3.0,Win,24758.09,44.888,0.83,Greedy,"Oversized because the setup 'looked obvious'. Won, but risk was excessive.",synthetic
TT-010389,TR-001,A. Kapoor,2026-05-05,11:44:01,12:30:01,2026-05-05,London,ETH,Crypto,Buy,Breakout,1782.4803,1753.23254,1753.23254,1847.70281,20.27569,0.737,1.643,-593.02,30.72,-623.74,46.0,Loss,79862.04,28.476,2.23,Neutral,"Setup failed, stop hit as planned.",synthetic
TT-005896,TR-008,R. Sharma,2025-03-03,16:42:47,17:58:47,2025-03-03,New York,GOLD,Commodity,Sell,Mean Reversion,2431.45639,2445.51212,2445.51212,2415.01119,33.928644,1.388,1.624,-476.89,24.75,-501.64,76.0,Loss,33865.02,50.011,1.17,Neutral,"Setup failed, stop hit as planned.",synthetic
TT-004201,TR-003,S. Iyer,2024-10-16,16:51:20,22:43:20,2024-10-16,New York,ETH,Crypto,Buy,Trend Following,1506.15924,1410.756,1438.0105,1744.6798,1.364958,0.96,3.359,-130.22,1.75,-131.97,352.0,Loss,9561.24,62.449,3.5,Neutral,"Choppy conditions on ETH, no follow-through.",synthetic
TT-007893,TR-004,J. Okafor,2025-08-20,04:37:24,04:41:24,2025-08-20,Asia,BTC,Crypto,Sell,Scalping,11530.19249,11616.00717,11616.00717,11433.2219,19.93903,0.946,1.069,-1711.06,172.43,-1883.49,4.0,Loss,178903.93,18.669,1.13,Neutral,"Choppy conditions on BTC, no follow-through.",synthetic
TT-009372,TR-003,S. Iyer,2026-01-23,08:45:13,08:56:13,2026-01-23,London,GOLD,Commodity,Sell,News Trading,3251.5175,3269.02119,3269.02119,3220.711,3.619629,1.338,2.356,-63.36,3.53,-66.89,11.0,Loss,4666.92,76.332,1.76,Anxious,"Cut the position early in fear, price later reached my target.",synthetic
TT-001446,TR-006,K. Watanabe,2024-04-05,19:38:15,15:40:15,2024-04-06,New York,BTC,Crypto,Sell,Trend Following,22250.27944,19792.6696,22872.45915,19792.6696,0.48374,0.757,2.991,1188.84,8.07,1180.77,1202.0,Win,40928.96,12.239,3.95,Disciplined,"A+ setup. Risk sized correctly, no interference after entry.",synthetic
TT-008770,TR-002,M. Chen,2025-11-20,11:19:43,13:16:43,2025-11-20,London,BTC,Crypto,Sell,Breakout,10540.75162,10124.33984,10712.11449,10124.33984,2.046388,1.414,3.435,852.14,16.18,835.96,117.0,Win,25640.26,44.888,2.43,Confident,"Good execution, momentum confirmed the bias early.",synthetic
TT-008845,TR-008,R. Sharma,2025-11-27,15:25:27,17:58:27,2025-11-27,New York,ETH,Crypto,Sell,Order Block (SMC),1063.34889,984.73134,1087.4647,984.73134,15.335526,1.064,3.469,1205.64,13.86,1191.78,153.0,Win,35944.57,64.176,3.26,Neutral,"Textbook execution, no emotion involved.",synthetic
TT-008588,TR-006,K. Watanabe,2025-11-03,15:12:51,16:31:51,2025-11-03,New York,US30,Index,Buy,breakout,64757.17422,65617.08768,64454.38779,65617.08768,2.483187,1.288,3.658,2135.33,32.16,2103.17,79.0,Win,60472.59,33.006,2.84,Disciplined,"A+ setup. Risk sized correctly, no interference after entry.",synthetic
TT-000754,TR-007,D. Novak,2024-02-23,18:53:54,20:15:54,2024-02-23,New York,GOLD,Commodity,Sell,Breakout,1987.94672,1998.15221,1998.15221,1962.43298,38.301096,1.76,4.401,-390.88,22.84,-413.72,82.0,Loss,21789.86,10.035,2.5,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic
TT-009161,TR-003,S. Iyer,2026-01-01,10:38:52,12:05:52,2026-01-01,London,EURUSD,Forex,Buy,News Trading,0.81615,0.82281,0.81401,0.82281,36038.642183,1.723,5.342,239.96,3.53,236.43,87.0,Win,4728.28,76.332,3.1,Disciplined,"A+ setup. Risk sized correctly, no interference after entry.",synthetic
TT-004727,TR-009,E. Bauer,2024-11-25,10:48:48,14:48:48,2024-11-25,London,NASDAQ,Index,Sell,Order Block (SMC),28774.95634,28989.63044,28989.63044,28272.61896,0.494917,0.958,2.243,-106.25,3.13,-109.38,240.0,Loss,10976.58,63.411,2.34,Anxious,Second-guessed the entry and exited into noise.,synthetic
TT-010870,TR-011,N. Haddad,2026-06-24,14:03:57,22:19:57,2026-06-24,New York,US30,Index,Buy,Trend Following,61386.88423,62433.40795,60988.96646,62433.40795,4.521004,1.762,4.633,4731.34,55.51,4675.83,496.0,Win,106800.67,30.204,2.63,Anxious,"Hesitated on entry, still worked but I left money on the table.",synthetic
TT-009166,TR-006,K. Watanabe,2026-01-01,08:33:58,09:59:58,2026-01-01,London,NASDAQ,Index,Sell,Trend Following,38508.63735,38184.85746,38800.82254,37784.01808,3.478158,1.317,3.266,1126.16,29.47,1096.69,86.0,Win,78265.4,33.006,2.48,Neutral,"Standard trend following entry, nothing special. Target reached.",synthetic
TT-008623,TR-012,T. Bergman,2025-11-06,04:00:44,04:19:44,2025-11-06,Asia,ETH,Crypto,Buy,Scalping,1137.62474,1149.70591,1126.22741,1149.70591,26.010235,3.152,3.341,314.23,25.15,289.08,19.0,Win,9695.23,74.863,1.06,Revenge,"Jumped straight back in after the previous loss. Recovered, pure luck.",synthetic
TT-003696,TR-001,A. Kapoor,2024-09-03,03:41:10,03:51:10,2024-09-03,Asia,NASDAQ,Index,Sell,News Trading,25566.61836,24632.70452,25959.01913,24632.70452,1.479386,1.24,2.952,1381.62,8.32,1373.3,10.0,Win,48183.73,27.584,2.38,Confident,"Good execution, momentum confirmed the bias early.",synthetic
TT-007161,TR-008,R. Sharma,2025-06-19,13:00:53,13:48:53,2025-06-19,New York,NASDAQ,Index,Sell,Breakout,35180.7916,35566.36697,35566.36697,34012.49823,1.995478,2.348,7.115,-769.41,15.44,-784.85,48.0,Loss,31981.22,53.276,3.03,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic
TT-009866,TR-004,J. Okafor,2026-03-15,10:41:44,20:41:44,2026-03-15,London,BTC,Crypto,Buy,Swing,22982.71978,21996.204,21996.204,26810.40102,3.123566,1.233,4.782,-3081.45,53.84,-3135.29,600.0,Loss,275492.83,18.669,3.88,Confident,Was too sure of the bias and ignored the opposing signal.,synthetic
TT-007074,TR-001,A. Kapoor,2025-06-15,11:49:33,11:52:33,2025-06-15,London,BTC,Crypto,Buy,Scalping,10505.03022,10482.23935,10436.64588,10576.14994,15.447256,1.312,1.364,-352.06,121.71,-473.77,3.0,Loss,80070.57,27.584,1.04,Neutral,"Choppy conditions on BTC, no follow-through.",synthetic
TT-000423,TR-011,N. Haddad,2024-02-03,18:58:08,19:28:08,2024-02-03,New York,ETH,Crypto,Sell,Mean Reversion,2478.80003,2554.0401,2554.0401,2379.48314,5.199499,0.833,1.099,-391.21,10.96,-402.17,30.0,Loss,46582.36,7.786,1.32,Disciplined,,synthetic
TT-004791,TR-008,R. Sharma,2024-11-29,09:34:37,10:59:37,2024-11-29,London,EURUSD,Forex,Sell,Mean Reversion,0.80103,0.80453,0.8035,0.79691,157433.00815,0.685,1.138,-552.35,15.13,-567.48,85.0,Loss,56336.63,34.122,1.66,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic
TT-009503,TR-002,M. Chen,2026-02-06,11:52:22,15:27:22,2026-02-06,London,EURUSD,Forex,Buy,Mean Reversion,0.81062,0.80686,0.80686,0.81669,76573.935907,1.611,2.594,-288.45,7.45,-295.9,215.0,Loss,17606.83,44.888,1.61,Neutral,"Choppy conditions on EURUSD, no follow-through.",synthetic
TT-005581,TR-003,S. Iyer,2025-02-03,09:23:27,09:42:27,2025-02-03,London,BTC,Crypto,Sell,Scalping,23504.29145,23639.90534,23639.90534,23391.73193,0.747619,1.228,1.02,-101.39,13.18,-114.57,19.0,Loss,8138.43,62.449,0.83,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-000381,TR-005,L. Fernandez,2024-01-31,15:11:42,15:16:42,2024-01-31,New York,GOLD,Commodity,Sell,News Trading,2149.76007,2111.34444,2166.53546,2111.34444,6.647559,1.114,2.552,255.37,4.29,251.08,5.0,Win,10258.7,19.151,2.29,Disciplined,"Followed the plan exactly. Entry at level, stop below structure, target hit.",synthetic
TT-002022,TR-009,E. Bauer,2024-05-14,19:22:22,19:39:22,2024-05-14,New York,EURUSD,Forex,Buy,News Trading,0.98935,0.98261,0.98261,1.00721,41868.874133,1.118,2.963,-282.18,4.97,-287.15,17.0,Loss,24952.06,17.404,2.65,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-007358,TR-006,K. Watanabe,2025-07-03,11:26:21,11:47:21,2025-07-03,London,GOLD,Commodity,Sell,Breakout,2567.52833,2571.09204,2583.24694,2537.34859,76.410304,2.286,4.389,-272.3,58.86,-331.16,21.0,Loss,52206.96,33.006,1.92,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic
TT-001564,TR-012,T. Bergman,2024-04-10,08:21:17,09:10:17,2024-04-10,London,BTC,Crypto,Sell,News Trading,21909.62455,20767.71948,22345.46617,20767.71948,0.521565,1.404,3.679,595.58,8.57,587.01,49.0,Win,16774.53,47.374,2.62,Anxious,"Hesitated on entry, still worked but I left money on the table.",synthetic
TT-007484,TR-012,T. Bergman,2025-07-14,10:52:40,12:42:40,2025-07-14,London,BTC,Crypto,Sell,Mean Reversion,10805.57192,11009.51329,11009.51329,10591.43347,1.169578,1.794,1.883,-238.53,9.48,-248.01,110.0,Loss,13049.77,74.863,1.05,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic
TT-006753,TR-011,N. Haddad,2025-05-16,20:33:27,23:42:27,2025-05-16,New York,BTC,Crypto,Buy,Trend Following,18126.35428,17786.47285,17786.47285,19285.34993,2.880101,1.501,5.12,-978.89,39.15,-1018.04,189.0,Loss,64178.66,22.665,3.41,Greedy,Oversized well beyond the risk plan and got punished.,synthetic
TT-004876,TR-012,T. Bergman,2024-12-05,05:53:52,06:35:52,2024-12-05,Asia,ETH,Crypto,Buy,Order Block (SMC),1419.03298,1387.4555,1387.4555,1490.71387,3.914519,1.424,3.232,-123.61,4.72,-128.33,42.0,Loss,8553.17,71.78,2.27,Confident,Was too sure of the bias and ignored the opposing signal.,synthetic
TT-007795,TR-003,S. Iyer,2025-08-12,13:18:12,13:21:12,2025-08-12,New York,BTC,Crypto,Sell,Scalping,10785.22494,10847.36907,10847.36907,10703.81614,1.785794,1.853,2.428,-110.98,14.45,-125.43,3.0,Loss,5862.48,76.332,1.31,Disciplined,"Valid scalping setup, market simply rejected the level. Stop respected.",synthetic
TT-009669,TR-006,K. Watanabe,2026-02-23,17:31:36,17:36:36,2026-02-23,New York,GOLD,Commodity,Sell,Scalping,3415.04478,3413.67648,3420.0013,3409.79087,196.585241,1.412,1.496,268.99,201.4,67.59,5.0,Win,69094.25,33.006,1.06,Confident,"Good execution, momentum confirmed the bias early.",synthetic
TT-009671,TR-008,R. Sharma,2026-02-23,20:00:09,07:36:09,2026-02-24,New York,EURUSD,Forex,Sell,Trend Following,0.78308,0.78777,0.78777,0.76939,84394.741384,0.962,2.81,-395.82,7.93,-403.75,696.0,Loss,40721.17,64.176,2.92,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic
TT-003233,TR-001,A. Kapoor,2024-08-01,10:09:45,12:13:45,2024-08-01,London,GOLD,Commodity,Buy,Trend Following,2510.49331,2497.53473,2497.53473,2541.98265,37.172709,1.085,2.637,-481.71,28.0,-509.71,124.0,Loss,43871.35,27.584,2.43,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic
TT-001298,TR-003,S. Iyer,2024-03-29,09:34:01,11:05:01,2024-03-29,London,BTC,Crypto,Sell,Breakout,21963.22948,20923.023,22352.81993,20923.023,0.28615,1.572,4.197,297.66,4.71,292.95,91.0,Win,7384.81,57.338,2.67,Neutral,"Textbook execution, no emotion involved.",synthetic
TT-010852,TR-004,J. Okafor,2026-06-23,10:09:03,10:13:03,2026-06-23,London,NASDAQ,Index,Buy,Scalping,42568.93525,42693.17112,42454.95739,42693.17112,9.247854,0.422,0.46,1148.92,86.61,1062.31,4.0,Win,299641.09,18.669,1.09,Anxious,"Hesitated on entry, still worked but I left money on the table.",synthetic
TT-010399,TR-008,R. Sharma,2026-05-05,14:25:35,16:25:35,2026-05-05,New York,GOLD,Commodity,Sell,Trend Following,3783.10649,3819.96791,3817.28227,3687.41433,4.518048,0.369,1.033,-166.54,5.13,-171.67,120.0,Loss,41692.86,64.176,2.8,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic
TT-004114,TR-006,K. Watanabe,2024-10-10,09:22:22,16:52:22,2024-10-10,London,EURUSD,Forex,Sell,Trend Following,0.83787,0.82827,0.84201,0.82827,153441.69738,1.669,3.873,1473.96,15.43,1458.53,450.0,Win,39516.31,20.732,2.32,Confident,"Good execution, momentum confirmed the bias early.",synthetic
TT-010263,TR-008,R. Sharma,2026-04-22,08:21:23,10:24:23,2026-04-22,London,US30,Index,Sell,Trend Following,57785.32989,58484.71188,58484.71188,55078.7216,1.276841,2.031,7.861,-893.0,14.76,-907.76,123.0,Loss,43056.84,64.176,3.87,Greedy,Held past the invalidation hoping for more. Bad exit.,synthetic
TT-009810,TR-003,S. Iyer,2026-03-11,19:18:32,19:22:32,2026-03-11,New York,BTC,Crypto,Buy,Scalping,22229.19575,21946.87791,21884.93984,22504.60048,0.206113,1.861,1.489,-58.19,3.44,-61.63,4.0,Loss,3750.32,76.946,0.8,Anxious,Second-guessed the entry and exited into noise.,synthetic
TT-010889,TR-001,A. Kapoor,2026-06-26,16:27:42,16:47:42,2026-06-26,New York,ETH,Crypto,Sell,Scalping,1715.36156,1726.55791,1726.55791,1702.3738,60.478799,0.842,0.977,-677.14,88.18,-765.32,20.0,Loss,79669.75,28.476,1.16,Anxious,Second-guessed the entry and exited into noise.,synthetic
TT-009734,TR-006,K. Watanabe,2026-03-02,11:38:39,01:37:39,2026-03-04,london,US30,Index,Buy,Swing,59679.51546,59029.7396,59150.74096,61905.65609,1.693668,1.308,5.506,-1100.5,20.22,-1120.72,2279.0,Loss,67360.12,33.006,4.21,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-003178,TR-004,J. Okafor,2024-07-29,08:59:03,10:14:03,2024-07-29,London,US30,Index,Sell,Order Block (SMC),41109.11623,41243.09563,41243.09563,40815.70135,11.973107,1.24,2.716,-1604.15,98.44,-1702.59,75.0,Loss,127632.09,13.173,2.19,Disciplined,US30 reversed on higher-timeframe supply. Good loss.,synthetic
TT-001706,TR-009,E. Bauer,2024-04-24,06:03:02,06:10:02,2024-04-24,Asia,EURUSD,Forex,Sell,Scalping,0.99639,0.99542,0.99708,0.99542,613602.723753,1.572,2.185,593.79,73.37,520.42,7.0,Win,27698.0,16.296,1.39,Neutral,"Textbook execution, no emotion involved.",synthetic
TT-007399,TR-008,R. Sharma,2025-07-07,05:05:02,09:25:02,2025-07-07,Asia,GOLD,Commodity,Sell,Trend Following,2544.34466,2561.75245,2561.75245,2497.16956,16.028477,0.956,2.59,-279.02,12.23,-291.25,260.0,Loss,28908.95,60.195,2.71,Confident,Was too sure of the bias and ignored the opposing signal.,synthetic
TT-002717,TR-008,R. Sharma,2024-06-27,02:45:53,07:34:53,2024-06-27,Asia,BTC,Crypto,Sell,Trend Following,17555.87734,16276.77317,18128.09057,15724.795,0.222932,0.209,0.669,285.15,2.94,282.21,289.0,Win,61317.91,34.122,3.2,Confident,"Read the BTC structure well, scaled out at target.",synthetic
TT-007164,TR-009,E. Bauer,2025-06-19,20:43:20,07:59:20,2025-06-20,New York,BTC,Crypto,Buy,Swing,11401.18185,11264.94384,10731.51176,13383.40533,0.155718,1.584,4.69,-21.21,1.33,-22.54,676.0,Loss,6559.32,79.618,2.96,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic
TT-004626,TR-002,M. Chen,2024-11-18,14:28:15,14:29:15,2024-11-18,New York,GOLD,Commodity,Sell,Scalping,2311.9176,2308.1438,2317.7833,2304.64413,66.736183,1.59,1.972,251.85,46.29,205.56,1.0,Win,24822.55,44.888,1.24,Neutral,"Textbook execution, no emotion involved.",synthetic
TT-003826,TR-007,D. Novak,2024-09-14,20:43:36,20:52:36,2024-09-14,New York,BTC,Crypto,Sell,Scalping,21929.29042,21664.55006,22159.49943,21664.55006,0.920407,1.483,1.705,243.67,15.14,228.53,9.0,Win,14516.65,52.379,1.15,Neutral,"Textbook execution, no emotion involved.",synthetic
TT-010884,TR-011,N. Haddad,2026-06-25,10:33:47,10:52:47,2026-06-25,London,US30,Index,Buy,Breakout,61246.94622,61671.45505,60985.67437,61793.00439,5.129148,1.299,2.715,2177.37,62.83,2114.54,19.0,Win,105262.9,30.204,2.09,Anxious,"Took profit early out of nervousness, trade ran further without me.",synthetic
TT-009997,TR-008,R. Sharma,2026-03-27,07:38:22,08:18:22,2026-03-27,Asia,GOLD,Commodity,Buy,Breakout,3643.66153,3614.70596,3614.70596,3709.10112,17.739247,1.228,2.776,-513.65,19.39,-533.04,40.0,Loss,41284.87,64.176,2.26,Neutral,"Choppy conditions on GOLD, no follow-through.",synthetic
TT-008946,TR-003,S. Iyer,2025-12-10,12:33:25,12:38:25,2025-12-10,London,NASDAQ,Index,Buy,News Trading,"37,714.58",36725.17572,37028.09445,39094.41239,0.249372,3.664,7.364,-246.73,2.07,-248.8,5.0,Loss,4423.96,76.332,2.01,Revenge,"Revenge trade straight after a loss. Size was reckless, no setup.",synthetic
TT-005619,TR-001,A. Kapoor,2025-02-05,05:30:21,20:45:21,2025-02-06,Asia,EURUSD,Forex,Sell,Swing,0.81818,0.82181,0.82181,0.80296,196845.060571,1.209,5.08,-713.71,19.33,-733.04,2355.0,Loss,58275.45,27.584,4.2,Greedy,Held past the invalidation hoping for more. Bad exit.,synthetic
TT-002364,TR-008,R. Sharma,2024-06-05,13:01:18,14:11:18,2024-06-05,New York,BTC,Crypto,Sell,Breakout,21246.77177,21490.52271,21490.52271,20481.39382,2.737506,1.14,3.578,-667.27,43.62,-710.89,70.0,Loss,57847.0,34.122,3.14,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-000927,TR-006,K. Watanabe,2024-03-07,08:24:02,10:24:02,2024-03-07,London,NASDAQ,Index,Sell,Trend Following,16781.82119,16339.04069,16975.17513,16339.04069,1.780069,0.893,2.046,788.18,6.57,781.61,120.0,Win,39312.1,10.522,2.29,Neutral,"Standard trend following entry, nothing special. Target reached.",synthetic
TT-005512,TR-007,D. Novak,2025-01-29,14:59:36,18:53:36,2025-01-29,New York,GOLD,Commodity,Buy,Trend Following,2412.06486,2429.63444,2404.83458,2429.63444,15.664174,1.582,3.845,275.21,11.33,263.88,234.0,Win,7422.12,76.217,2.43,Revenge,"Jumped straight back in after the previous loss. Recovered, pure luck.",synthetic
